대상,상품
 대출 금액이 비교적 적은 사람들 (10만원 ~ 2000만원),304
 대출 상환 기간이 다양하게 선택 가능한 사람들 (12개월 ~ 60개월),304
소득이 일정하고 안정적인 직장인,305
 적은 대출금액을 필요로 하는 자영업자,305
 중간금리 수준의 대출 상품을 찾는 사람,305
 원금 균등 상환 방식에 익숙한 사람,305
 대출 상환 기간을 18개월로 선택하고 싶은 사람,305
근로자이며 현재 재직 중인 직장인,306
 연간 소득이 약 4500만원 미만인 사람,306
 신용등급이 6등급 이하인 사람,306
 연간 근로 소득이 약 3500만원 이하인 사람,306
 월 상환액을 원금균등분할로 하는 상환방식을 선호하는 사람,306
개인사업을 운영하고 있는 사람들 중에 사업소득이 연 4500만원 이하이고 신용등급이 6등급 이하인 사람들,307
 금융 햇살론의 따뜻한 성격과 자신의 사업에 열정을 가지고 있는 사람들,307
 대출 상품을 통해 사업 확장이나 운영에 필요한 자금을 지원받으려는 사람들,307
 월 상환액이 작고 상환기간이 긴 36개월 60개월 상환 방식을 원하는 사람들,307
" 대출 한도가 3000만원까지 가능하므로, 금액적으로 소규모 자영업자들에게 적합한 상품을 찾고 있는 사람들",307
 임대보증금을 마련해야 하는 사람들,308
 개인신용평점이 하위 20%에 속하는 사람들,308
 금융적으로 취약한 계층에 속하는 사람들,308
경제적으로 안정한 우량한 신용을 갖춘 소득자,309
 300만원 이상의 금액을 대출하고자 하는 사람,309
 장기적으로 대출금을 상환할 수 있는 능력을 갖춘 사람,309
" 대출금 이자율이 중요하게 여기며, 연이율이 낮은 상품을 찾는 사람",309
 대출금을 12개월에서 84개월까지 유연한 기간 동안 상환하고자 하는 사람,309
사업을 목적으로 하는 개인사업자가 있을 경우,310
 부동산 매입에 관심이 있는 개인사업자 및 법인,310
" 오피스텔, 근린생활시설, 도시형생활주택, 숙박시설 등을 매입하려는 개인사업자 및 법인",310
 대출 이자율이 낮은 상품에 관심을 가지는 사람,310
 최대 5년 안에 대출금을 상환할 수 있는 사람,310
숙박시설 사업을 운영하는 개인사업자나 법인으로서 자금이 필요한 사람들.,311
 숙박업을 소유하거나 임차하여 운영중인 사업자들.,311
 임차보증금이 필요한 숙박업 소유자나 운영자들.,311
 자신의 숙박업을 향상시키기 위해 자금이 필요한 사업자들.,311
 최대 5년 이내로 대출을 갚을 수 있는 사람들.,311
법원 경매에 참여하여 부동산을 낙찰받은 개인 또는 법인,312
 소액 임대차 예상액을 고려하여 대출한도를 계산하고자 하는 사람,312
 원금과 이자를 균등하게 상환하는 상환 방법을 선호하는 사람,312
 금리가 상대적으로 낮은 대출 상품을 찾고 있는 사람,312
" 대출 기간이 최장 10년이며, 연단위로 신청 가능한 대출 상품을 찾고 있는 사람",312
자영업을 하고 있는 사람들 중에서 사업을 전환하고 싶은 사람들이 이 대출 상품을 이용할 것입니다.,313
 소상공인으로 등록되어 있는 사람들 중에서 경영안정 자금이 필요한 사람들이 이 대출 상품을 이용할 것입니다.,313
 소상공인 중에서 예비창업자로서 자금을 확보해야 하는 사람들이 이 대출 상품을 이용할 것입니다.,313
 기존 사업을 운영 중인 소상공인 중에서 사업을 확장하기 위해 자금을 마련해야 하는 사람들이 이 대출 상품을 이용할 것입니다.,313
 소상공인 중에서 새로운 사업 아이디어를 구체화하기 위해 자금을 필요로 하는 사람들이 이 대출 상품을 이용할 것입니다.,313
증권투자에 관심이 있는 19세 이상의 고객,314
 증권계좌 평가금액이 100만원 이상인 계좌를 보유한 사람,314
 금융 상품에 대한 이해도가 높은 사람,314
 상환 기간을 선택하여 상환할 수 있는 능력이 있는 사람,314
 대출 한도 내에서 금액을 나눠서 대출받을 수 있는 사람,314
직장에서 근무하고 있는 25세의 내국인 직장인,315
" 40세의 내국인 직장인으로, 대출금액을 2000만원으로 신청하려고 하는 사람",315
" 55세의 내국인으로, 대출금액을 800만원으로 신청하려고 하는 직장인",315
" 30세의 내국인으로, 대출금액을 1500만원으로 신청하려고 하는 직장인",315
" 50세의 내국인으로, 대출금액을 3000만원으로 신청하려고 하는 직장인",315
직장에 다니는 30대 남성,316
 정부 기관에 종사하는 40대 여성,316
 군인으로 복무중인 20대 남성,316
 공무원으로 근무하는 50대 남성,316
 급여 수령자로 일하는 20대 여성,316
소액의 금전이 필요한 대학생,317
 급하게 현금이 필요한 자영업자,317
 짧은 기간 내에 대출금을 상환할 수 있는 서비스업종 종사자,317
 예기치 못한 경비로 인해 금전이 필요한 가정주부,317
 자동차 수리비나 의료비 등의 비용으로 급한 상황에 처한 회사원,317
기혼이고 배우자로부터 은퇴급여나 기타 수입을 받는 주부,318
 긴급한 경제적 상황에 처해 있는 주부,318
 추가 자금이 필요한 주부로서 신용등급이 중간 수준인 사람,318
 상환 가능한 월 상환액을 감당할 수 있는 주부,318
 주부로서의 신용 히스토리가 양호한 사람,318
바빌론 상품 기거래 우수 고객(재직 및 소득증빙이 가능한 직장인)인 20세 이상의 내국인.,319
 신용등급에 따라 차등적용되는 금리를 원하는 고객.,319
 신속한 대출 심사와 송금을 원하는 고객.,319
 간편하고 편리한 인터넷 신청을 선호하는 고객.,319
 대출금액과 상환기간을 선택할 수 있는 유연성을 원하는 고객.,319
주택을 소유하고 있는 20세 이상의 내국인,320
 월 상환금을 원리금균등분할로 상환 가능한 사람,320
 신용등급이 높아 금리가 낮게 적용되는 사람,320
 주택 소유를 활용해 자금을 필요로 하는 사람,320
직장인으로써 타 기관에서 신용대출을 이용하고 있는 사람들,321
 대출 상환을 원리금 균등분할 방식으로 할 의향이 있는 사람들,321
 대출 한도가 100만원부터 3000만원까지 받고 싶어하는 사람들,321
 대출금액에 따라서 상환 기간을 선택할 수 있는 사람들,321
 23세 이상 60세 이하의 내국인 직장인들,321
일자리를 가진 직장인으로써 추가 자금이 필요한 사람들,322
 자영업자나 사업자로서 경영에 필요한 자금을 찾는 사람들,322
 연금 수령자로써 현금이 필요한 사람들,322
" 월급 수준이 1200만원 이상이며, 대출을 통해 금전적인 필요를 해결하고자 하는 사람들",322
 직장에 재직 기간이 5개월 이상인 사람들,322
신용등급이 낮지만 급하게 현금이 필요한 대학생,323
 신용등급이 높으면서도 간편하게 대출 신청을 원하는 젊은 직장인,323
 비대면으로 대출을 원하는 시간이 부족한 바쁜 직장인,323
 금리는 높더라도 대출한도가 작은 금액을 필요로 하는 대출 수요자,323
 대출금을 장기간에 걸쳐 꾸준히 갚을 수 있는 사람,323
 20세 이상의 내국인,324
바빌론 직장인 상품에 해당하는 기거래 우수고객,324
 추가 대출이 필요한 사람들,324
 신속한 대출 심사와 송금을 원하는 사람들,324
 대출 한도가 100만원에서 5000만원 사이인 사람들,324
바빌론 은행을 주로 이용하는 우수고객,325
 현재 직장에 6개월 이상 근무하고 있는 직장인,325
 4대보험에 가입되어 있는 65세 이하 직장인,325
 대출금액이 500만원 이상인 경우 12개월 이상의 상환기간을 선호하는 고객,325
 대출금액이 1000만원 이상인 대출을 원하는 고객,325
"우수한 신용등급을 가진 30대 직장인으로서, 1억 원까지의 대출을 이용하고자 하는 사람",326
" 35세 이상이며 월 소득이 높은 직장인으로, 1억 원 이하의 대출을 원리금 균등분할상환 방식으로 상환할 수 있는 사람",326
" 직장에서 안정적인 수입을 받고 있으며, 신용등급이 중간 정도인 40대 이상의 직장인으로, 2천만 원 이상의 대출을 장기간(60개월 이상) 상환할 수 있는 사람",326
" 25세 이상이고 월 소득이 일정 수준 이상인 직장인으로, 1천500만 원 이상의 대출을 상환기간을 선택하여 상환할 수 있는 사람",326
" 55세 이하인 직장인으로, 500만 원 이상의 대출을 선택한 상환기간에 맞춰 균등분할상환으로 상환할 수 있는 사람",326
타 기관에서 대출을 이용 중인 35세의 직장인,327
 타업권 신용대출을 이용 중인 28세의 대학생,327
 45세의 자영업자로서 타 기관에서 대출을 이용 중인 사람,327
 50세의 주부로서 타 기관에서 대출을 이용 중인 사람,327
 23세의 취업준비생으로서 타 기관에서 대출을 이용 중인 사람,327
최근 3년 이내에 채무조정을 받은 사람들,328
 급여 소득자이며 직장에 다니고 있는 사람들,328
 대출 상품을 인터넷으로 빠르게 신청하고 싶은 사람들,328
 대출 금액이 최대 1000만원까지 필요한 사람들,328
 상환 방법을 원리금 균등 분할 상환으로 선택하고 싶은 사람들,328
연소득이 4500만원 이하인 자영업자,329
 연소득이 3500만원 이하인 경우 1~9등급 자영업자,329
 자금 대출이 필요한 저신용저소득자,329
 신용등급이 6~9등급인 자영업자,330
저신용저소득 자영업자,330
 연소득금액이 3500만원 이하인 경우 1~9등급 자영업자,330
 창업교육 컨설팅 교육을 이수한 자영업자,330
 자영업을 3개월 이상 운영하고 있는 자영업자,331
신용등급이 낮고 연소득이 4500만원 이하인 자영업자,331
 이전에 고금리 대출을 받아서 상환 중인 자영업자,331
 자금 대환을 위해 저금리상품을 찾고 있는 자영업자,331
 운영자금이나 창업자금이 필요한 자영업자,331
서울지역에 소유한 빌라를 가진 개인 사업자나 법인 사업자,332
 개인 사업자나 법인 사업자로 등록되어 있고 영업 중인 사람,332
 대출 한도는 고객의 거래 이력과 신용도에 따라 가중 부여됨,332
 대출 상품에 따라 최대 20억원까지 대출 가능,332
 대출은 3년 내에 만기일시 상환해야 함,332
주택 청약을 하고 있는 사람으로서 긴급한 가계자금이 필요한 경우,333
 청약저축이나 주택 청약종합저축을 담보로 가지고 있는 사람으로서 손실을 예방하고자 하는 경우,333
 청약저축이나 주택 청약종합저축을 담보로 가지고 있는 사람으로서 당행에 신청일로부터 2영업일 이내의 담보대출을 원하는 경우,333
 청약저축이나 주택 청약종합저축을 제3자 명의로 가지고 있는 사람으로서 담보대출을 원하는 경우,333
 예금잔액증명서 발급계좌에 담보대출을 원하는 사람,333
"주택을 소유하고 있는 사람들: 주택을 소유하고 있는 사람들은 자신의 주택을 담보로 대출을 신청할 수 있으며, 대출금리를 낮출 수 있는 우대 혜택을 받을 수 있습니다.",334
